id,latitude,longitude,name,address,phone,open24h,hasbreakfast,hasdrivethru,delivery,weekdayopen,weekdayclose,weekendopen,weekendclose,linkname,diff/dLat,diff/dLng,diff/d
4125,3.043467,101.792718,Bandar Sg Long,"No 9 Jalan SL 1/10 Bandar Sungai Long, 43000 Kajang, Selangor",0193376822,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,bandar_sg_long,,,
4126,5.025378,118.294234,"Bandar Sri Perdana, Lahad Datu","Lot No. 327, MDLD 7075, Bandar Sri Perdana, Phase 3, Jalan Silam, 91100 Lahad Datu, Sabah",0198885693,false,false,false,false,9:30 am,11:00 pm,9:30 am,11:00 pm,bandar_sri_perdana_lahad_datu,,,
4127,3.078274,101.710986,Bandar Tasik Selatan (TBS),"Lot 4-31 & L4-32, 4th Floor Terminal Bersepadu Selatan, 57000 Bandar Tasik Selatan, Kuala Lumpur",0193371872,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,bandar_tasik_selatan_(tbs),,,
4128,1.839834,103.625415,Bandar Tenggara,"Lot 42-43, Jalan 4/1, Taman Anggerik, Bandar Tenggara, 81440 Bandar Tenggara, Johor",0193384576,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,bandar_tenggara,,,
4129,3.15023,101.615214,Bandar Utama,"Lot G222 Ground Floor, 1 Utama Shopping Centre Lebuhraya Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor",0193360971,false,true,false,false,8:00 am,10:00 pm,8:00 am,10:00 pm,bandar_utama,,,
4130,5.977673,116.076055,Bandaran Berjaya,"No. 1, Jalan Bandaran Berjaya, Kota Kinabalu, 88000 Kota Kinabalu, Sabah",0198880230,true,true,false,false,12:00 am,12:00 am,12:00 am,12:00 am,bandaran_berjaya,,,
4131,6.0242281,116.1429707,Bandaran KK Utara Drive Thru,"Lot No. CL 015367254, Kg. Darau, 88450 Menggatal, Sabah",0198884504,true,true,true,false,12:00 am,12:00 am,12:00 am,12:00 am,bandaran_kk_utara_drive_thru,,,
4132,2.953319,101.75722,Bangi Utama,"Ground Floor, Bangi Utama Shopping Centre, Seksyen 1B, Jln kemajuan, 43600 Bandar Baru Bangi, Selangor",0193360971,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,bangi_utama,,,
4133,2.813546,101.501259,Banting 2,"NO 285 Jalan Sultan Abdul Samad, 42700 Banting, Selangor",0193375990,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,banting_2,,,
4134,3.463154,101.653666,Batang Kali,"NO 37 Jalan Meranti 1A, Bandar Utama Batang Kali, 44300 Batang Kali, Selangor",0193381708,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,batang_kali,,,
4135,2.243529,102.257005,Batu Berendam,"No 35 & 37 Jalan BBP 1 Taman Batu Berendam Putra, 75350 Melaka",0193366184,false,true,false,true,8:00 am,2:00 am,8:00 am,2:00 am,batu_berendam,,,
4136,4.47297,101.04024,Batu Gajah,"9 Jalan Dewangsa, 31000 Batu Gajah, Perak",0193377953,false,true,false,false,7:00 am,2:00 am,7:00 am,2:00 am,batu_gajah,,,
4137,1.513168,110.308662,Batu Kawah,"BD 106, Batu Kawah New Township, Jalan Batu Kawah, 93250 Kuching, Sarawak",0198876294,false,false,false,false,7:00 am,2:00 am,7:00 am,2:00 am,batu_kawah,,,
4138,5.389135,100.305979,Batu Lanchang,"Lot G-1 The Gallery Kompleks Perniagaan Seri Damai Medan Batu Lanchang, 11600 Pulau Pinang",0193312456,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,batu_lanchang,,,
4139,3.857172,113.717292,Batu Niah,"GF, Lot 2040 & 2041, Block 8, Sepupok New Township at Jalan Niah, Niah Land District, 98200 Niah, Sarawak.",0198877764,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,batu_niah,,,
4140,1.851779,102.925879,Batu Pahat 1,"NO 75 Jalan Rugayah 86300 Batu Pahat Johor, 86300 Batu Pahat, Johor",0193384603,false,true,false,false,7:00 am,11:00 pm,7:00 am,11:00 pm,batu_pahat_1,,,
4141,1.485368,103.761815,Batu Pahat Drive Thru,"Lot PTD 55587, Jalan Murni 1, Taman Murni, Mukim, Simpang Kanan, 83000 Batu Pahat, Johor",0193384580,true,true,true,false,12:00 am,12:00 am,12:00 am,12:00 am,batu_pahat_drive_thru,,,
4142,1.863799,102.961939,Batu Pahat Mall,"No. G05, Ground Floor, Batu Pahat Mall, 83000 Batu Pahat, Johor",0193384536,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,batu_pahat_mall,,,
4143,1.4171754,110.1525913,Bau,"Lot 262, Bau Town District, Jalan Market, 94000 Bau, Kuching, Sarawak",0198876439,false,false,false,false,9:30 am,10:00 pm,9:30 am,10:00 pm,bau,,,
4144,5.32692,100.286806,Bayan Baru,"No. 34G, Jalan Mahsuri, Bandar Baru Bayan, 11950 Bayan Baru, Pulau Pinang",0193310148,true,true,false,true,12:00 am,12:00 am,12:00 am,12:00 am,bayan_baru,,,
4145,5.32692,115.743011,Beaufort,"Ground, 1st & 2nd Floor, Shoplot No. 8, Cerah Commercial Centre Phase II, 89800 Beaufort, Sabah",0198889810,false,false,false,false,10:00 am,10:30 pm,9:30 am,10:30 pm,beaufort,,,
4146,2.277065,102.394835,"Bemban, Jasin","JC 173, Ground Floor Jalan Bunga Raya, Bandar Jasin Bestari, 77200 Bemban, Melaka",0193385842,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,bemban_jasin,,,
4147,3.521845,101.908905,Bentong,"112, Ground & 1st Floor, Jalan Ah Peng, 28700 Bentong, Pahang",0193359248,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,bentong,,,
4148,1.647136,103.258303,Benut,"No. 17-G, 17-1 & 17-2, Jalan Mutiara 2, Pusat Perniagaan Benut, 82200 Benut, Pontian, Johor",0193361080,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,benut,,,
4149,4.629939,101.127043,Bercham,"267-269, Jalan Bercham, Taman Desa Kenchana, 31400 Ipoh, Perak",0193377971,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,bercham,,,
4150,3.142621,101.71024,Berjaya Times Square,"Lot 34A, Lower Ground Berjaya Times Square, No. 1, Jalan Imbi, 55100 Kuala Lumpur",0193371061,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,berjaya_times_square,,,
4151,1.4049337,111.5356832,Betong,"Gr. Floor, Lot 1968 & 1969 on Parent Lot 1924, Block 9, Batu Api Land District, 95700 Betong, Sarawak",0198875983,false,false,false,false,9:30 am,10:00 pm,9:30 am,10:00 pm,betong,,,
4152,3.695352,101.515842,BHP Tanjung Malim,"BHP Petrol Station Lot No 4632, Hulu Bernam Timor, Batang Padang, 35900 Tanjung Malim, Perak",0193378031,true,true,true,false,12:00 am,12:00 am,12:00 am,12:00 am,bhp_tanjung_malim,,,
4153,4.110052,101.288903,Bidor,"Ground Floor, 2nd & 3rd Shoplot, No. 22 Jalan Bruseh, 35500 Bidor, Perak",0193377972,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,bidor,,,
4154,4.396863,113.993338,Bintang Plaza,"Sublot 22, G/F, Bintang Plaza, Jalan Pujut, Miri, 97000 Bintulu, Sarawak",0198879304,false,false,false,false,10:00 am,11:00 pm,10:00 am,12:00 am,bintang_plaza,,,
4155,3.171137,113.041284,Bintulu 2,"No. 3233, Bintulu Town District, Law Gek Soon Road, 97000 Bintulu, Sarawak",0198878269,false,false,false,false,9:30 am,10:00 pm,9:30 am,10:00 pm,bintulu_2,,,
4156,5.957526,116.086625,Bornion Centre,"Lot 25, Bornion Centre, Jalan Kolam, Luyang, 88300 Kota Kinabalu, Sabah",0198882247,false,false,false,false,10:00 am,11:30 am,10:00 am,11:30 am,bornion_centre,,,
4157,4.415017,114.013039,Boulevard,"UGF 1.11 Lot 2526, Boulevard Shopping Complex, 98000 Miri, Sarawak",0198878752,false,false,false,true,10:00 am,10:00 pm,9:30 am,10:45 pm,boulevard,,,
4158,1.509731,110.336007,Boulevard Mall,"GB11-GB13 Gr. Floor, Jalan Datuk Tawi Sli, 93250 Kuching, Sarawak",0198876964,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,boulevard_mall,,,
4159,5.9313007,116.0700768,"Boulevard Mall, Lintas","Lot A, Ground Floor of 5, Storey Building Boulevard Hypermarket & Departmental, Store Lintas Jata Uptownship, 88300 Penampang, Sabah",0198883083,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,boulevard_mall_lintas,,,
4161,4.491356,101.388416,"Brinchang, Cameron","Brinchang No.1A Ground & 1st Floor, Jalan Besar, Brinchang, 39100 Cameron Highlands, Pahang",0193359653,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,brinchang_cameron,,,
4162,3.146077,101.710197,Bukit Bintang,"Grd & Mezzanine Floor, No. 86-88, Jalan Bukit Bintang, 55100 Kuala Lumpur",0193370754,true,true,false,false,12:00 am,12:00 am,12:00 am,12:00 am,bukit_bintang,,,
4163,2.20784,102.660265,Bukit Gambir,"No. 4 Jalan Gambir 5, Bandar Baru Bukit Gambar, 84800 Muar, Johor",0193385159,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,bukit_gambir,,,
4164,5.334381,100.290964,Bukit Jambul,"26368-T, 3A-G-18, Kompleks Bukit Jambul, Jalan Rumbia, 11900 Pulau Pinang",0193310151,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,bukit_jambul,,,
4165,3.115063,101.527159,Bukit Jelutong,"No 7 Jalan Pelapik U8/8 Bukit Jelutong, 40150 Shah Alam, Selangor",0193361638,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,bukit_jelutong,,,
4166,3.021467,101.538337,Bukit Kemuning Drive Thru,"Lot 1, Prima D33/D, Taman Kemuning Utama, Seksyen 33, 40480 Shah Alam, Selangor",0193362005,true,true,true,false,12:00 am,12:00 am,12:00 am,12:00 am,bukit_kemuning_drive_thru,,,
4167,5.350967,100.460231,Bukit Mertajam Drive Thru,"Lot 10019, Mukim 10, Jln Song Ban Kheng, Bukit Mertajam, Seberang Prai Tengah, 14000 Bukit Mertajam, Penang",0193313545,false,true,true,false,8:00 am,11:00 pm,8:00 am,11:00 pm,bukit_mertajam_drive_thru,,,
4168,1.86531,102.939363,"Bukit Pasir, BP3","No 2 Jalan Kundang 1, Taman Bukit Pasir, 83000 Batu Pahat, Johor",0193384754,false,false,false,true,10:00 am,3:00 am,10:00 am,3:00 am,bukit_pasir_bp3,,,
4169,3.060888,101.472338,Bukit Raja,"G-32 (Ground Floor), Persiaran Bukit Raja, Bandar Baru Klang, 41150 Klang, Selangor",0193364226,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,bukit_raja,,,
4170,3.404617,101.55759,Bukit Sentosa Rawang,"NO 2, 2-1 & 2-2 Jalan Orkid 1D/2 Seksyen BS1 Bandar Bukit Sentosa, 48300 Rawang, Selangor",0193381634,false,false,false,true,10:00 am,11:00 pm,10:00 am,11:00 pm,bukit_sentosa_rawang,,,
4171,5.408805,100.370739,Butterworth,"NO 4423 & 4424 Jalan Bagan Luar 1, 12000 Butterworth, Penang",0193313570,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,butterworth,,,
4172,3.141089,101.779264,C4 Ampang,"F1.13 & F1.17-16A Ground Floor Carrefour Hypermarket Ampang, Jalan Taman Putera, 68000 Ampang, Selangor",0193375364,false,false,false,false,10:00 am,10:30 pm,10:00 am,10:30 pm,c4_ampang,,,
4173,2.999776,101.528396,C4 Bukit Rimau,"No 2 Carrefour Bukit Rimau Shopping Centre, Jalan Sungai Burung, 22/68 Section 32, 40460 Shah Alam, Selangor",0193361759,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,c4_bukit_rimau,,,
4174,5.390038,100.40801,C4 Butterworth,"Lot F2.D Ground Floor Carrefour Shopping Centre Seberang Perai, 13700 Butterworth, Penang",0193313243,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,c4_butterworth,,,
4175,3.048983,101.758386,C4 Hussein Onn,"Lot G.05, Carrefour Mall Persiaran Sua Rasa 2, Bandar Tun Hussien Onn, 43100 Kajang, Selangor",0193377827,false,false,false,true,10:00 am,10:00 pm,10:00 am,10:00 pm,c4_hussein_onn,,,
4176,3.214967,101.643967,C4 Kepong,"L1 - 028, Carrefour Jalan Metro Perdana Batu 7, Off Jalan Kepong Kepong Entrepeneur Park, 52100 Kuala Lumpur",0193374517,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,c4_kepong,,,
4177,3.069094,101.430486,C4 Klang,"Lot No.9, Ground Floor Carrefour Klang Shopping Centre, No.2 Jalan Harmonis, Off Jalan Kapar Klang, Klang, 42100 Selangor",0193363863,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,c4_klang,,,
4178,3.082733,101.58769,C4 Subang Jaya,"Lot No F2.02, F2.09 & F2.10 LG Floor Carrefour Subang, No.3 Jalan SS 16/1, 47500 Subang Jaya, Selangor",0193375092,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,c4_subang_jaya,,,
4179,3.196011,101.743169,C4 Wangsa Maju,"Lot No. F2.48 & F2.49, Ground Floor, Carrefour Shopping Centre, No 6, Jalan 8/27A, Wangsa Maju, 53300 Kuala Lumpur",0193360435,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,c4_wangsa_maju,,,
4180,3.250948,101.471265,Caltex Coalfields Drive Thru,"Caltex Ijok, Bandar Seri Coalfields, Jalan Kuala Selangor, 47000 Sungai Buloh, Selangor",0193375092,false,true,true,false,8:00 am,11:00 pm,8:00 am,11:00 pm,caltex_coalfields_drive_thru,,,
4181,1.86558,102.948477,Carrefour Batu Pahat,"Lot F1.07, No 1B Jalan Persiaran Flora Utama, Taman Flora Utama, 83000 Batu Pahat, Johor",0193384501,false,false,false,false,9:30 am,10:30 pm,9:30 am,10:30 pm,carrefour_batu_pahat,,,
4182,5.152115,119.006623,Cenderawasih,"No. 2 & 3 (Corner), Block A, Bandar Cenderawasih, FELDA Sahabat, 91150 Lahad Datu, Sabah",0198885946,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,cenderawasih,,,
4183,5.636686,100.4883,"Central Square, Sg Petani","Lot GF20, Ground Floor, Central Square, 08000 Sungai Petani, Kedah",0193315484,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,central_square_sg_petani,,,
4184,5.978627,116.071964,Centre Point,"Shoplot No. S18, S18-A, S18B, Lower Ground Floor, Centre Point, 88000 Kota Kinabalu, Sabah",0198882450,false,false,false,true,9:30 am,9:30 pm,9:30 am,9:30 pm,centre_point,,,
4185,3.138428,101.610212,Centre Point Bandar Utama,"G115, Ground Floor Centre Point, Bandar Utama, 46000 Petaling Jaya, Selangor",0193361051,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,centre_point_bandar_utama,,,
4186,6.290703,99.727788,"Changlun, Kedah","Lot 2605 GF 4ab & GF 5, Jalan Pantai Cenang Mukim Kedawang, 07000 Langkawi, Kedah",0193315054,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,changlun_kedah,,,
4187,1.86558,102.948477,Cenang Mall Langkawi,"Lot F1.07, No 1B Jalan Persiaran Flora Utama, Taman Flora Utama, 83000 Batu Pahat, Johor",0193384501,true,true,false,false,12:00 am,12:00 am,12:00 am,12:00 am,cenang_mall_langkawi,,,
4188,3.111281,101.730022,Cheras Taman Pertama,"No. 9, Jalan 2/90, Taman Pertama Cheras, 56000 Kuala Lumpur",0193371548,false,true,false,true,8:00 am,11:00 pm,8:00 am,11:00 pm,cheras_taman_pertama,,,
4189,5.96157,116.096702,City Mall,"Lot No. GA1, GA2 & GA3, Ground Floor, City Mall, Kota Kinabalu, 88000 Kota Kinabalu, Sabah",0198883020,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,city_mall,,,
4190,1.462256,103.763665,"City Square, JB","Lot J22 - J23, Level 3 City Square, Jalan Wong Ah Fook, 80300 Johor Bahru, Johor",0193317726,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,city_square_jb,,,
4191,4.598697,101.083894,Cockman,"65 Jalan Dato' Onn Jaafar, 30700 Ipoh, Perak",0193371046,true,true,false,true,12:00 am,12:00 am,12:00 am,12:00 am,cockman,,,
4192,2.920729,101.659084,Cyberjaya,"Lot 3, Cottage Walk off Persiaran APEC, Cyberjaya, 63000 Dengkil, Selangor",0193371797,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,cyberjaya,,,
4193,1.510546,103.724723,Damansara Alif Drive Thru,"Lot 413 Jalan Tampoi / Damansara Aliff, Taman Damansara Aliff, 81200 Johor Bahru, Johor",0193353079,true,true,true,false,12:00 am,12:00 am,12:00 am,12:00 am,damansara_alif_drive_thru,,,
4194,3.1985312,101.5934519,Damansara Damai,"Lot A/010, A011 GF & 1st Floor, Jalan PJU 10 Damansara Damai, 47800 Petaling Jaya, Selangor",0193360973,false,true,false,true,8:00 am,11:00 pm,8:00 am,11:00 pm,damansara_damai,,,
4195,2.190417,102.250523,Dataran Pahlawan,"Lot No. F1-11, F1-12, F1-13 & F-22, Dataran Pahlawan, Melaka Megamall, 75000 Bandar Hilir Melaka, Melaka",0193359658,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,dataran_pahlawan,,,
4196,2.979969,101.73869,De Centrum Kajang,"LG3 & LG5, De Centrum Complex, Taman Uniparks Suria, Jalan Ikram-Uniten, 43000 Kajang, Selangor",0193362213,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,de_centrum_kajang,,,
4197,2.311711,111.846934,Delta Mall,"Nos. 7,8,9 & 10 UG Floor Delta Mall, Jalan Pedada, 96000 Sibu, Sarawak",0198879384,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,delta_mall,,,
4198,2.864237,101.675821,Dengkil,"Lot No 9, Delux Business Park, 43800 Dengkil, Selangor",0193371794,false,true,false,false,8:00 am,11:00 pm,8:00 am,11:00 pm,dengkil,,,
4199,3.211276,101.616533,Desa Aman Puri,"No. 2-25, Jalan Desa 1/1, Desa Aman Puri, Kepong, 52100 Kuala Lumpur",0193377943,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,desa_aman_puri,,,
4200,3.213038,101.631932,Desa Jaya,"No. 23 & 24,JALAN 54, Desa Jaya, Kepong, 52100 Kuala Lumpur",0193374546,false,false,false,true,10:00 am,11:00 pm,10:00 am,11:00 pm,desa_jaya,,,
4201,3.147008,101.737195,Desa Pandan,"NO 12 & 14, Ground Floor, Jalan 1/76D, Desa Pandan, 55100 Kuala Lumpur",0193375196,false,true,false,true,7:00 am,3:00 am,7:00 am,3:00 am,desa_pandan,,,
4202,5.319735,100.269845,Desa Ria Sg Ara Penang,"No 306A Jalan Dato Ismail Hashim Sungai Ara Bayan Lepas, 11900 Pulau Pinang",0193312729,false,true,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,desa_ria_sg_ara_penang,,,
4203,3.161388,101.649874,Desa Sri Hartamas,"No. 1, Ground & 1st Floor, Jalan 26A/70A, Desa Sri Hartamas, 50480 Kuala Lumpur",0193361267,false,false,false,true,10:30 am,11:00 pm,10:30 am,11:00 pm,desa_sri_hartamas,,,
4204,1.553358,104.230428,Desaru,"No. 95, Jalan Jelutong 1, Taman Desaru Utama, Bandar Penawar, 81930 Kota Tinggi, Johor",0193388324,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,desaru,,,
4205,5.912172,116.102546,Donggongon,"Ground & 1st Floor, Shoplot No. 1, Block D, Donggongon, 86500 Penampang New Township, Sabah",0198880971,false,true,false,false,8:00 am,11:30 pm,8:00 am,11:30 pm,donggongon,,,
4206,4.757237,103.417176,Dungun,"Lot 3393, Jalan Yahya Ahmad, 23000 Dungun, Terengganu",0193359014,false,true,false,false,8:00 am,3:00 am,8:00 am,3:00 am,dungun,,,
4207,4.478538,114.03955,E Mart,"Lot No.2861, Block 6, KBLD, Jalan Tudan, 98100 Miri, Sarawak",0198879235,false,false,false,false,12:00 am,12:00 am,12:00 am,12:00 am,e_mart,,,
4208,3.817967,103.325514,"East Coast Mall, Kuantan","Lot No. L2-09, 10 & 11, Level 2, East Coast Mall, Jalan Putra Square 6, 25200 Kuantan, Pahang",0193359578,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,east_coast_mall_kuantan,,,
4210,1.506528,110.299549,Emart Batu Kawah,"Unit No.167, Ground Floor, Emart One Stop Shopping Mall, Batu Kawah, 93250 Kuching, Sarawak",0198877329,true,true,false,false,12:00 am,12:00 am,12:00 am,12:00 am,emart_batu_kawah,,,
4211,4.34365,113.992758,Emart Riam Miri,"Ground Floor Sublot 38 (Survey Lot 8848), Ground Floor & First Floor Sublot 39 (Survey Lot 8849), Lambir Land District, 98000 Miri, Sarawak",0198879794,true,true,false,true,10:00 am,10:00 pm,10:00 am,10:00 pm,emart_riam_miri,,,
4212,4.245805,117.882516,"Empire Building, Tawau","TB 909, Ground Floor, Empire Building, Jalan Habib Hussein, 91000 Tawau, Sabah",0198887249,true,true,false,false,9:30 am,11:00 pm,9:30 am,11:00 pm,empire_building_tawau,,,
4213,3.063595,101.694744,Endah Parade,"G-005 & G-006, Endah Parade Shopping Mall, Bandar Baru Seri Petaling, 57000 Kuala Lumpur",0193371924,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,endah_parade,,,
4214,3.060475,101.760454,ESSO Hulu Langat Drive Thru,"Lot 15922 PT 10881 Mukim and District off Hulu Langat Selangor Darul Ehsan, 43100 Hulu Langat, Selangor",0193382783,false,true,true,false,8:00 am,11:00 pm,8:00 am,11:00 pm,esso_hulu_langat_drive_thru,,,
4215,3.08728,101.542066,Extreme Park S13 Shah Alam,"Extreme Park D/T Lot 1 Shah Alam Extreme Park Jalan Lompat 13/37, Section 13, 40100 Shah Alam, Selangor",0193361637,true,true,true,false,12:00 am,12:00 am,12:00 am,12:00 am,extreme_park_s13_shah_alam,,,
4216,2.813925,101.50287,Fajar Banting,"Banting (Fajar Banting) Lot 1256, Jalan Besar, 42700 Banting, Selangor",0193375895,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,fajar_banting,,,
4217,4.877135,100.727908,Fajar Kamunting,"PT 13952 (Ground Floor), Jalan Medan Saujana, Fajar Kamunting, 34600 Kamunting, Taiping, Perak",0193371584,false,false,false,false,10:30 am,11:00 pm,10:30 am,11:00 pm,fajar_kamunting,,,
4218,4.245801,117.892229,"Fajar, Tawau","TB319, Block 38, Fajar Complex, District Tawau, 91000 Tawau, Sabah",0198887421,false,false,false,false,10:00 am,11:30 pm,10:00 am,11:30 pm,fajar_tawau,,,
4219,5.276433,115.241871,"Financial Park, Labuan","Lot C003 & D002 Ground Floor, Podium Level, Financial Park, Labuan Complex, 87000 Labuan",0198884978,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,financial_park_labuan,,,
4220,2.443322,102.20434,Freeport A'Famosa,"F&B 43, Freeport A'Famosa Outlet Village, 78000 Alor Gajah, Perak",0193484626,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,freeport_a'famosa,,,
4221,6.065845,102.238855,G-Orange Mall Drive Thru,"Lot GF-1, Wisma G-Orange, Tanjung, Batu 4 1/2, Jalan Kuala Prai, 15050 Kota Bharu, Kelantan",0193388058,false,false,true,false,10:00 am,12:00 am,10:00 am,12:00 am,g-orange_mall_drive_thru,,,
4222,1.459117,103.763291,"Galleria Kotaraya, JB","Lot No G05 & G06 Galleria Plaza Kotaraya, Jalan Terus, 80000 Johor Bahru, Johor",0193350952,false,false,false,false,10:00 am,10:00 pm,10:00 am,10:00 pm,galleria_kotaraya_jb,,,
4223,2.580482,102.611977,Gemas,"No 4616, Ground & 1st Floor, Gemas Square, 73400 Gemas, Negeri Sembilan",0193384246,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,gemas,,,
4224,2.531445,102.400354,Gemencheh,"Lot No 1A Jalan PKG 1, Pusat Komersial Gemencheh, 73200 Gemencheh, Negeri Sembilan",0193384312,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,gemencheh,,,
4225,3.19519,101.711789,Genting Klang,"No. 2,JALAN 2/50 C, Taman Setapak Indah Jaya, Off Jalan Genting Klang, 53300 Kuala Lumpur",0193370656,true,true,false,true,12:00 am,12:00 am,12:00 am,12:00 am,genting_klang,,,
4226,3.235575,101.694127,Giant Batu Caves,"Lot No. A1,Lot 10243, Ground Floor, GIANT Hypermarket, 68100 Batu Caves, Selangor",0193373734,false,false,false,false,10:00 am,11:00 pm,10:00 am,11:00 pm,giant_batu_caves,,,
